Nome Fantasia,Razão Social,CNPJ,Código CNES,Município,UF,CEP,Telefone,Email,Leitos,Atende SUS?,Atende Convênio?
HOSPITAL SAO SEBASTIAO,SOCIEDADE HOSPITAL DE CARIDADE SAO SEBASTIAO,,3134423,WENCESLAU BRAZ,PR,84950000,(43)35281100,hospitalwb@gmail.com,51,1,1
HOSPITAL MUNICIPAL SANTO ANTONIO,MANOEL RIBAS PREFEITURA,75740811000128,2588242,MANOEL RIBAS,PR,85260000,43-34351364,admhospitalmr@gmail.com,33,1,0
SANTA CASA DE IRATI,IRMANDADE DO HOSPITAL DE CARIDADE DE IRATI,,2783789,IRATI,PR,84504458,(42)34231311,hospital@irati.com.br,171,1,0
UOPECCAN FILIAL UMUARAMA,UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER,,7845138,UMUARAMA,PR,87502000,45 21017000,schirlei.mohr@uopeccan.org.br,234,1,1
SANTA CASA MISERICORDIA DE JACAREZINHO,MISERICORDIA DE JACAREZINHO,,2783800,JACAREZINHO,PR,86400000,(43)35271022,mjsecretaria@uol.com.br,126,1,0
SANTA CASA URAI,IRMANDADE DA SANTA CASA DE MISERICORDIA DE URAI,,2582066,URAI,PR,86280000,,,48,1,0
HOSPITAL DE CARIDADE SAO PEDRO,HOSPITAL DE CARIDADE SAO PEDRO,,2554011,MALLET,PR,84570000,(42)5421202,hospitalmallet@yahoo.com.br,39,1,0
HOSPITAL MINISTRO COSTA CAVALCANTI,FUNDACAO DE SAUDE ITAIGUAPY,,2591049,FOZ DO IGUACU,PR,85860460,45 35768082,diretoria@hmcc.com.br,206,1,1
HOSPITAL DR AURELIO,INSTITUTO DR AURELIO REGAZZO,,2573172,NOVA AURORA,PR,85410000,(45)3243-1829,hospital.draurelio@gmail.com,50,1,0
HOSPITAL REGIONAL DO NOROESTE,SECRETARIA DE ESTADO DA SAUDE,79724423000104,5284201,PARANAVAI,PR,87703380,(44) 34233087,,80,1,0
HOSPITAL DE CARIDADE DE PALMEIRA,HOSPITAL DE CARIDADE DE PALMEIRA,,2686929,PALMEIRA,PR,84130000,(42)3252-3435,hcpalmeira@gmail.com,42,1,0
HOSPITAL MUNICIPAL JUAREZ BARRETO DE MACEDO,C I S CENTRO INTEGRADO EM SAUDE LTDA,,0887854,FAXINAL,PR,86840000,43 21024860,cis_financeiro@hotmail.com,22,1,0
HOSPITAL MENINO JESUS,JOSE CINCINATO AIRES CORREIA,,2740575,RESERVA,PR,84320000,(42)32761273,hmeninojesus@hotmail.com,39,1,0
HOSPITAL SAO RAFAEL ARCANJO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,,0907367,COLOMBO,PR,83414270,40-40404770,administrativo@hospitalsra.com.br,1,0,0
HOSPITAL LUIZA BORBA CARNEIRO,SECRETARIA DE ESTADO DA SAUDE,76416866000140,2740567,TIBAGI,PR,84300000,(42)32752500,hlbc.dg@sesa.pr.gov.br,30,1,0
HOSPITAL ANNA FIORILLO MENARIM,INSTITUTO MORIAH,,2683210,CASTRO,PR,84174270,42-3233-8000,coordenacaoadm.castro@institutomoriah.com.br,156,1,0
HOSPITAL OSVALDO CRUZ,SECRETARIA DE ESTADO DA SAUDE,76416866000140,0015415,CURITIBA,PR,80060195,41 32811000,hocadm@sesa.pr.gov.br,42,1,0
HOSPITAL SANTA RITA,BIELA E FREDERICO LTDA,,4051203,ASSIS CHATEAUBRIAND,PR,85935000,(44)35282508,nelsonhosp@live.com,38,1,0
HOSPITAL REGIONAL DA LAPA SAO SEBASTIAO,SECRETARIA DE ESTADO DA SAUDE,76416866000140,0017663,LAPA,PR,83750000,(41)35478800,hrlss.administracao@sesa.pr.gov.br,88,1,0
HOSPITAL MUNICIPAL DE LINDOESTE,PREFEITURA MUNICIPAL DE LINDOESTE,80881915000192,2572257,LINDOESTE,PR,85826000,(45)32371176,hospitallindoeste@gmail.com,20,1,0
HOSPITAL REGIONAL PIONEIRO AMIN HANNOUCHE,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO BERNARDO DO C,,4369831,CORNELIO PROCOPIO,PR,86300000,4331331300,diretoria@cp.santacasasbc.org.br,82,1,0
HOSPITAL E MATERNIDADE CATARATAS,CMC CLINICA MEDICA CATARATAS SC LTDA,,2593912,FOZ DO IGUACU,PR,85851040,(45)5235200,hmcataratas@hotmail.com,99,1,0
HOSPITAL SAO MATHEUS NOVA ESPERANCA DO SUDOESTE,PREFEITURA MUNICIPAL DE NOVA ESPERANCA DO SUDOESTE,95589289000132,2587645,NOVA ESPERANCA DO SUDOESTE,PR,85635000,(46)5461210,hospitalsaomatheus@gmail.com,13,1,0
SANTA CASA DE MISERICORDIA DE PONTA GROSSA,SANTA CASA DE MISERICORDIA DE PONTA GROSSA,,2686953,PONTA GROSSA,PR,84010200,(42) 3026-8000,administracao@santacasapg.com,163,1,1
CLINICA QUINTA DO SOL,CLINICA QUINTA DO SOL TERAPIA DO ALCOOLISMO LTDA,,3033902,CURITIBA,PR,81530000,41 32676969,quintadosol@clinicaquintadosol.com.br,91,0,1
DEUS MENINO,ASSOCIACAO BENEFICENTE DEUS MENINO,,5373190,FRANCISCO BELTRAO,PR,85601080,46 30556161,psvp@netconta.com.br,36,1,0
HOSPITAL MUNICIPAL BOM JESUS,PREFEITURA MUNICIPALDE MARUMBI,75771246000166,2572265,MARUMBI,PR,86910000,( )43441134,jucanassa@hotmail.com,21,1,0
UNIMED REGIONAL DE CAMPO MOURAO,UNIMED REGIONAL DE CAMPO MOURAO COOPERATIVA DE TRABALHO ME,,9578986,CAMPO MOURAO,PR,87303140,44 35187024,thais@unimedcampomourao.com.br,28,0,0
HOESP,HOESP ASSOCIACAO BENEFICENTE DE SAUDE DO OESTE DO PARANA,,4056752,TOLEDO,PR,85900020,(45)2103-2000,marta@hoesp.org.br,212,1,0
HOSPITAL DE OLHOS DOUTOR PRIME,HOSPITAL DE OLHOS DOUTOR PRIME LTDA,,0869899,MAMBORE,PR,87340000,,contabilidadeadm1991@gmail.com,4,1,1
HOSPITAL MUNICIPAL DR AURI ANTONIO SANSON,MUNICIPIO DE QUEDAS DO IGUACU,76205962000149,2572818,QUEDAS DO IGUACU,PR,85460000,(46)3532-5145,hmquedasdoiguacu@yahoo.com.br,46,1,0
HNSG HOSPITAL PROVIDENCIA MATERNO INFANTIL,HOSPITAL NOSSA SENHORA DAS GRACAS,,2439263,APUCARANA,PR,86800120,4330338509,secretaria@hospitaldaprovidencia.org.br,125,1,0
GENESIS CENTRO MEDICO HOSPITALAR,CEDIMED CENTRO DE DIAGNOSTICO MEDICO DE CASCAVEL LTDA,,3165019,CASCAVEL,PR,85805240,(45)30361000,administra@genesishospital.com.br,29,0,0
POLICLINICA SANTA HELENA,POLICLINICA SANTA HELENA LTDA,,4055861,SANTA HELENA,PR,85892000,(45) 3268 1494,policlinica@superig.com.br,20,0,0
HOSPITAL GERAL,CLINICA MEDICO SOCIAL RURAL,,2585634,MANDAGUARI,PR,86975000,(44)2333715,,43,1,0
ASSOCIACAO DE PESQUISA E TRATAMENTO ALCOOLISMO,ASSOCIACAO DE PESQUISA E TRATAMENTO ALCOOLISMO,,0014001,CAMPO LARGO,PR,83600970,(41)3292-3079,ipta@ipta.com.br / ipta@calnet.com.br,48,1,0
HOSPITAL MUNICIPAL PADRE GERMANO LAUCK,FUNDACAO MUNICIPAL DE SAUDE DE FOZ DO IGUACU,,5061989,FOZ DO IGUACU,PR,85864380,4535211950,,217,1,0
UNIICA BOM RETIRO DOM JOAO BOSCO OLIVER DE FARIA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,,0016365,CURITIBA,PR,80210131,41 32001900,ana.ranussi@santacasacuritiba.com.br,335,1,0
HOSPITAL DA VISAO,OFTALMOCLINICA CURITIBA LTDA,,0016209,CURITIBA,PR,80440080,(41)30164030,faturamento@oftalmocuritiba.com.br,11,1,0
ASSOCIACAO HOSPITALAR BENIFICIENTE DR REGIS MARIGLIANI,ASSOCIACAO HOSPITALAR BENIFICIENTE DR REGIS MARIGLIANI,,2536900,GENERAL CARNEIRO,PR,84660000,,,31,1,0
HOSPITAL E MATERNIDADE SANTA CLARA,FUNDACAO VALE DO PARANAPANEMA,,2733307,COLORADO,PR,86690000,(44)33231496,gerencia@hospitalsantaclara.com.br,121,1,0
HOLHOS PRIME,HOSPITAL OFTALMOLOGICO CENTRO AVANCADO DA VISAO LTDA,,7611986,CASCAVEL,PR,85805000,45-3122-8080,gerencia@holhosprime.com.br,5,0,0
HOSPITAL MUNICIPAL SEVERINO DA ROSA,HOSPITAL MUNICIPAL DE NOVA LARANJEIRAS,95587648000112,2741970,NOVA LARANJEIRAS,PR,85350000,(42) 3637-1206,,28,1,0
HOSPITAL E MATERNIDADE NOSSA SENHORA DA LUZ,ASSOCIACAO MISSIONARIA DE BENEFICENCIA DAS IRMAS SERVAS DO E,,2582716,MEDIANEIRA,PR,85884000,,,102,1,0
CASA DE SAUDEROLANDIA,CASA DE SAUDE ROLANDIA LTDA SC,,2727250,ROLANDIA,PR,86600049,(43)32562334,csrolandia@uol.com.br,157,1,0
HOSPITAL MUNICIPAL DE CAMBARA,PREFEITURA MUNICIPAL DE CAMBARA,75442756000190,3134563,CAMBARA,PR,86390000,(43) 5321407,,35,1,0
HOSPITAL MUNICIPAL DE DOUTOR CAMARGO,PREFEITURA MUNICIPAL DE DOUTOR CAMARGO,76282714000100,2733447,DOUTOR CAMARGO,PR,87155000,(44)3238 1288,saude@doutorcamargo.pr.gov.br,14,1,0
HOSPITAL GERAL UNIMED HGU,UNIMED COSTA OESTE COOPERATIVA DE TRABALHO MEDICO,,2809532,TOLEDO,PR,85900040,045 3379 7700,hco@hcotoledo.com.br,93,0,0
HOSPITAL MUNICIPAL SANTA BRANCA,PREFEITURA MUNICIPAL DE FLORESTOPOLIS,75845495000159,2729490,FLORESTOPOLIS,PR,86165000,(43)36621321,smsflorestopolis@gmail.com,22,1,0
HOSPITAL MENINO DEUS,INSTITUTO DE SAUDE SANTA CLARA,,2384272,CURITIBA,PR,80045345,41 3302-2600,contato@institutosantaclara.org.br,37,1,0
HOSPITAL CRISTO REI,ASSOCIACAO DA SANTA CASA DE IBIPORA,,2729385,IBIPORA,PR,86200000,(43) 3178:2300,sus@hcr.org.br,103,1,0
HOSPITAL MUNICIPAL DE FAXINAL,MUNICIPIO DE FAXINAL,75771295000107,2576430,FAXINAL,PR,86840000,43-3461-1142,,30,1,0
POLICLINICA PIQUET CARNEIRO,UERJ POLICLINICA PIQUET CARNEIRO,33540014000157,2269392,RIO DE JANEIRO,RJ,20950003,2125667000,servfatu@ppc.uerj.br,8,1,0
HOSPITAL VIVER MAIS,HOSPITAL VIVER MAIS LTDA,,9761322,VOLTA REDONDA,RJ,27255005,2430252939,gerencia.adm@vivermaishospital.com.br,59,0,0
SAO CARLOS SAUDE ONCOLOGICA,CLINICA SAO CARLOS S A,,3009947,RIO DE JANEIRO,RJ,22261001,(21)2536-1300,,57,0,0
HOSPITAL MUNICIPAL DUQUE DE CAXIAS,FUNDO MUNICIPAL DE SAUDE DE DUQUE DE CAXIAS,11128809000110,2277565,DUQUE DE CAXIAS,RJ,25025080,(21)27713282,,171,1,0
HOSPITAL MUNICIPAL DE ITAOCARA,MUNICIPIO DE ITAOCARA,28615557000156,3470350,ITAOCARA,RJ,28570000,(22)38612250,hospital_hmi@hotmaill.com,44,1,0
HOSPITAL MATERNIDADE SANTA THERESINHA,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO VALE DO RIO PRE,32001836000105,2292270,SAO JOSE DO VALE DO RIO PRETO,RJ,25780000,2422241150,saude@sjvriopreto.rj.gov.br,49,1,0
HOSPITAL MUNICIPAL PORPHIRIO NUNES DE AZEREDO,SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA,32147670000806,2274299,SAQUAREMA,RJ,28994699,(22)26533123,,76,1,0
SMS HOSPITAL MUNICIPAL ROCHA MAIA AP21,SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA AP21,29468055000102,2273489,RIO DE JANEIRO,RJ,22290040,21-22952295,hospitalmunicipalrochamaia@gmail.com,25,1,0
MS HOSPITAL FEDERAL DA LAGOA,MS HOSPITAL FEDERAL DA LAGOA,,2273659,RIO DE JANEIRO,RJ,22470050,31115108,dirhgl@nerj.rj.saude.gov.br,248,1,0
HOSPITAL PEDRO DE ALCANTARA,ASSOCIACAO ESPIRITA OBREIROS DO BEM,,2273403,RIO DE JANEIRO,RJ,20261235,(21) 3293-2400,obreirosdobem@aeob.org.br,50,0,0
NEOBABY,NEW BABY SERVICO DE TERAPIA INTENSIVA NEONATAL E PED LTDA,,3080595,NILOPOLIS,RJ,26525011,(21)26930325,neo-baby@bol.com.br,36,0,0
HOSPITAL MUNICIPAL DR JAQUELINE PRATES CNPJ 31 135 0460001 4,HOSPITAL MUNICIPAL DRA JAQUELINE PRATES,36492221000171,0221015,ARARUAMA,RJ,28979102,22 97402349,sesau01@gmail.com,62,1,0
CLINICA SAO LUCAS,CLINICA SAO LUCAS LTDA,,3978044,MACAE,RJ,27910110,(22) 2763-4000,saolucas@veloxmail.com.br,50,0,0
RIO SAUDE,RIO SAUDE SERVICOS MEDICOS A EMPRESA LTDA,,6518982,NOVA IGUACU,RJ,26255060,21-2668-7037,,4,0,0
SESDEC HOSPITAL ESTADUAL PEDRO II,SESDEC RJ HOSPITAL ESTADUAL PEDRO II,42498717000155,2758091,RIO DE JANEIRO,RJ,23555010,(21) 2333-7290,,342,1,0
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,,4012666,RIO DE JANEIRO,RJ,22745005,11 31552000,fabio.oliveira@intermedica.com.br,50,0,0
UNICARE SERVICOS MEDICOS E TERAPIA INTENSIVA,UNICARE SERVICOS MEDICOS E TERAPIA INTENSIVA LTDA,,3176320,RIO DE JANEIRO,RJ,21330300,,,10,0,0
APMIR,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE RESENDE,,2288907,RESENDE,RJ,27511360,(24) 3355-4821/4013,apmir31@yahoo.com.br,67,1,0
HOSPITAL ITAIPU,UNIMED SAO GONCALO NITEROI SOC COOP SERV MED HOSP LTDA,,7884680,NITEROI,RJ,24350310,21 26085430,rebecca.cavalcanti@hospitalitaipu.com.br,220,0,0
CASA DE SAUDE CANANEIA,CASA DE SAUDE CANANEIA LTDA,,2273780,VASSOURAS,RJ,27700000,(24)24889071,,138,1,0
UTI NEONATAL NICOLA ALBANO,CEPLIN INSTITUTO DE NEONATOLOGIA E PEDIATRIA LTDA,,3315924,CAMPOS DOS GOYTACAZES,RJ,28010140,22 27333755,neoadm@utinicolaalbano.com.br,59,0,0
CASA DE SAUDE NOSSA SENHORA AUXILIADORA S A,CASA DE SAUDE NOSSA SENHORA AUXILIADORA S A,,3012476,NITEROI,RJ,24240210,2127150404,assistenteadm@csnsa.com.br,42,0,0
HOSPITAL FLAVIO LEAL,CASA DE CARIDADE DE PIRAI,,2267187,PIRAI,RJ,27175000,(24)24119450,hospitalpirai@bol.com.br,62,1,0
MATER HOSPITAL MATERNO INFANTIL,POLICLINICA RESENDE SERVICOS MEDICOS LTDA,,2288915,RESENDE,RJ,27510080,(24) 3358-5800,secretaria@hospitalmater.com.br,19,0,0
HOSPITAL DE CLINICAS ALAMEDA,CASA DE SAUDE SANTA RITA DE CASSIA LTDA,,3013383,NITEROI,RJ,24130005,21 35783636,,87,0,0
CLINICA LUIZ PIRES DE MELLO MATRIZ,CLINICA LUIZ PIRES DE MELLO LTDA,,3012395,NITEROI,RJ,24120160,021 26251818,dp.piresdemllo@gmail.com,12,0,0
MATERNIDADE MUNICIPAL DR MARIO NIAJAR,MUNICIPIO DE SAO GONCALO,28636579000950,2297590,SAO GONCALO,RJ,24430380,2725-7390,,77,1,0
HOSPITAL SAO GONCALO LTDA,CLINICA SAO GONCALO LTDA,,2696851,SAO GONCALO,RJ,24440400,(21)2109-5023,,103,0,0
DAY CLINIC RIO,DAY CLINIC MADUREIRA LTDA,,3020584,RIO DE JANEIRO,RJ,21351120,21 3043-0609,administracao@dcm-rio.com.br,2,0,0
HOSPITAL GERAL PRONTO CARDIO,HOSPITAL GERAL PRONTO CARDIO LTDA,,3132471,CAMPOS DOS GOYTACAZES,RJ,28010076,(22)2737-6060,,47,0,0
HOSPITAL INFANTIL 21 DE JULHO LTDA,HOSPITAL INFANTIL 21 DE JULHO LTDA,,2297132,QUEIMADOS,RJ,26383330,2126651266,hiq100@globo.com,79,1,1
HOSPITAL GUSTAVO MONTEIRO JUNIOR,ASSOCIACAO DA CASA DE CARIDADE DE CONSERVATORIA,,2295075,VALENCA,RJ,27655000,(24) 2438-1202,hospcon@yahoo.com.br,46,1,0
HOSPITAL MUNICIPAL DR JOSE SEVE NETO,SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA,36488708000180,2280582,SAO PEDRO DA ALDEIA,RJ,28941620,22 2621 2623,faturamento.psmjsn@iagp.org.br,29,1,0
HOSPITAL DR LUIZ PALMIER,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,28636579000950,2292084,SAO GONCALO,RJ,24440195,(21)2603-6590,,130,1,0
HOSPITAL MUNICIPAL ANA MOREIRA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,29115466000114,2290073,CONCEICAO DE MACABU,RJ,28740000,2227792486,semsa@conceicaodemacabu.rj.gov.br,21,1,0
HOSPITAL NOSSA SENHORA DO CARMO,HOSPITAL NOSSA SENHORA DO CARMO,,2272601,CARMO,RJ,28640000,,,42,1,0
HOSPITAL RIOS DOR,MEDISE MEDICINA DIAGNOSTICO E SERVICOS S A,,6176666,RIO DE JANEIRO,RJ,22745005,21 22833448,,138,0,0
UNIDADE DE ATENDIMENTO DR ANTONIO MONTEIRO,PREFEITURA MUNICIPAL DE PORCIUNCULA,28920999000106,2272210,PORCIUNCULA,RJ,28390000,2238421172,saude@porciuncula.rj.gov.br,1,1,0
CONSULTORIO UNIMED 24 HORAS,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,,7415273,BARRA DO PIRAI,RJ,27135000,24 24471700,,11,0,0
CASA DE SAUDE SAO MIGUEL,CASA DE SAUDE SAO MIGUEL SA,,2270587,RIO DE JANEIRO,RJ,22271020,(21)25378489,cssm@ibm.net,21,0,0
CASA DE SAUDE NOSSA SENHORA DAS GRACAS,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DAS GRACAS LTDA,,2295377,RIO DE JANEIRO,RJ,21730090,(21)24018036,csnsgracas@hotmail.com,202,0,0
HOSPITAL ITALIANO,SOCIEDADE ITALIANA DE BENEFICENCIA E MUTUO SOCORRO,,3005984,RIO DE JANEIRO,RJ,20560185,,,58,0,0
HOSPITAL UNIMED RESENDE,UNIMED RESENDE RJ COOPERATIVA DE TRABALHO MEDICO,,7149328,RESENDE,RJ,27520005,(24) 2108-9912,adm@hospitalunimedresende.com.br,70,0,0
HOSPITAL SAO JOSE,FUNDACAO MUNICIPAL DE SAUDE,31506306000148,2287374,CAMPOS DOS GOYTACAZES,RJ,28010010,,,42,1,0
ACAO CRISTA VICENTE MORETTI,ACAO CRISTA VICENTE MORETTI,,2295369,RIO DE JANEIRO,RJ,21810100,,,50,1,0
LARANJEIRAS PLASTIC DAY,LARANJEIRAS HOSPITAL E CLINICA CIRURGICA LTDA,,4549082,RIO DE JANEIRO,RJ,22240070,21 995728787,laranjeirasplasticday@gmail.com,5,0,0
HOSPITAL MUNICIPAL DA JAPUIBA HMJ,FUNDACAO HOSPITALAR JORGE ELIAS MIGUEL,,7354746,ANGRA DOS REIS,RJ,23934055,24 33686556,hgj.dtec@angra.rj.gov.br,157,1,0
HOSPITAL MEMORIAL FUAD CHIDID,HOSPITAL MEMORIAL FUAD CHIDID LTDA,,9567933,RIO DE JANEIRO,RJ,20756115,,,92,0,0
CASA DE SAUDE IMACULADA CONCEICAO LTDA,CASA DE SAUDE IMACULADA CONCEICAO LTDA,,2272113,ITALVA,RJ,28250000,(22) 2783 - 1296,,72,1,0
CLINICA BAMBINA,CLINICA BAMBINA LTDA,,5034280,RIO DE JANEIRO,RJ,22251050,(21)22668686,fatbambina@yahoo.com.br,28,0,0
CASA DE SAUDE NOSSA SENHORA DAS NEVES,CASA DE SAUDE NOSSA SENHORA DAS NEVES,,2292165,SAO GONCALO,RJ,24425470,26284298,,68,0,0
CASA DE SAUDE REGINA LTDA,CASA DE SAUDE REGINA LTDA,,2293935,NILOPOLIS,RJ,26525000,2126911046,,122,0,0
GLORIA DOR,HOSPITAIS INTEGRADOS DA GAVEA S A,,9837426,RIO DE JANEIRO,RJ,22211230,,silvana.moura@rededor.com.br,106,0,0
DOMINGOS LOURENCO HOSPITAL E MATERNIDADE,CLINICA MATERNO INFANTIL DOMINGOS LOURENCO LTDA,,5073898,NILOPOLIS,RJ,26525060,2132369300,atendimento@domingoslourenco.com.br,87,0,0
CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO,ORGANIZACOES MEDICAS NORTE FLUMINENSE LTDA,,2285916,MIRACEMA,RJ,28460000,(22)38520305,casadesaudesaosebastiao@ig.com.br,30,1,0
CASA DE SAUDE JOAO XXIII LTDA,CASA DE SAUDE JOAO XXIII LTDA,,2295016,ITAOCARA,RJ,28570000,(22)38612552,csjxxiii@uol.com.br casadesaudeitaocara@okintrnet.com.br,33,1,0
HOSPITAL MUNICIPAL MOACYR RODRIGUES DO CARMO,MUNICIPIO DE DUQUE DE CAXIAS,29138328000150,6007317,DUQUE DE CAXIAS,RJ,25070260,26721090 26723857,cnes.hmmrc.upa@gmail.com,297,1,0
HOSPITAL SAO VICENTE DE PAULO,CENTRO POPULAR PROMELHORAMENTOS DE BOM JESUS,28812576000172,2696940,BOM JESUS DO ITABAPOANA,RJ,28360000,22 38339010,hsvp@ig.com.br.,274,1,0
CLINICA SANTA BARBARA,CLINICA CIRURGICA SANTA BARBARA,,3058336,RIO DE JANEIRO,RJ,22280010,,,53,0,0
SES RJ HOSP REGIONAL MEDIO PARAIBA DRA ZILDA ARNS NEUMANN,SECRETARIA ESTADUAL DE SAUDE DO RIO DE JANEIRO,42498717000155,9074457,VOLTA REDONDA,RJ,27257420,(24) 3512-5002,mbiasi@ideas.med.br,237,1,0
HOSPITAL SAO JOAO BATISTA DE MACAE,IRMANDADE DE SAO JOAO BATISTA DE MACAE,,2697041,MACAE,RJ,27913100,(22) 2772-1005,stacasamacae@uol.com.br,143,1,0
HOSPITAL PROCLINICAS,PROCLINICAS CLINICA DE DIAGNOSTICO E TRATAMENTO LTDA,,3053601,CAMPOS DOS GOYTACAZES,RJ,28013022,(22)27373535,proclinicas@proclinicas.com.br,59,0,0
CASA DE SAUDE BOM JESUS,CASA DE SAUDE BOM JESUS LTDA,,2282402,BOM JESUS DO ITABAPOANA,RJ,28360000,(22)38313980,casadesaudebj@yahoo.com.br,135,1,0
HOSPITAL MUNICIPAL LUIZ GONZAGA,SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL PEREIRA,32415283000129,2283239,MIGUEL PEREIRA,RJ,26900000,(24)24845049,administracao@miguelpereira.com.br,81,1,0
HOSPITAL SAO LUCAS,ASSOC DE PROT E ASSIST E MATERN E A INFANCIA DE QUATIS,,2273101,QUATIS,RJ,27410180,2433532823,,34,1,0
MATERNIDADE MUNICIPAL MARIANA BULHOES,SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU,29138278000705,7591136,NOVA IGUACU,RJ,26255150,31023123,direcaogeral.mmmb@gmail.com,30,0,0
CENTRO MEDICO INTEGRADO SANTA TERESINHA,INTERMEDICAL SERVICOS DE GESTAO ORGANIZACAO E LOGISTICA EM,,7605331,RIO DAS OSTRAS,RJ,28895266,22 27645751,,10,0,0
CASA DE SAUDE E MATERNIDADE MODELO,CASA DE SAUDE E MATERNIDADE MODELO LTDA,,2697068,SAO GONCALO,RJ,24426470,(21)26280387,,60,0,0
CASA DE SAUDE VILAR DOS TELES,CASA DE SAUDE VILAR DOS TELES,,2274523,SAO JOAO DE MERITI,RJ,25561171,21 26512024,,397,1,0
HOSPITAL SANTA ISABEL,ASSOCIACAO HOSPITAL SANTA ISABEL,,2295105,VALENCA,RJ,27657000,(24)24571117,gsoutello@ig.com.br,40,1,0
HOSPITAL MUNICIPAL DO IDOSO DE VOLTA REDONDA,SECRETARIA MUNICIPAL DE SAUDE PMVR,36504470000130,9698736,VOLTA REDONDA,RJ,27255430,,,35,1,0
CALREN HOSPITAL DO CALCULO RENAL,CALREN HOSPITAL DE URGENCIAS UROLOGICAS LTDA,,3541207,RIO DE JANEIRO,RJ,22790280,(21) 2430-2500,calrenhospital@yahoo.com.br,10,0,0
SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,SMS RIO HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,29468055000102,5717256,RIO DE JANEIRO,RJ,21531010,(21)2088-4600,hospitalronaldogazolla.riosaude@gmail.com,426,1,0
HOSPITAL ESTADUAL TEIXEIRA BRANDAO,HOSPITAL ESTADUAL TEIXEIRA BRANDAO,,2290065,CARMO,RJ,28640000,(22)25371146,,280,1,0
CLINICA IPANEMA,PREVCOR IPANEMA SA,,3543544,RIO DE JANEIRO,RJ,22081040,213228450,adm@hcipanema.com.br,18,0,0
HOSPITAL SAO SEBASTIAO,ASSOCIACAO HOSPITALAR SAO SEBASTIAO DO ALTO,,2704633,SAO SEBASTIAO DO ALTO,RJ,28550000,(22)25591313,hssa494@hotmail.com,52,1,0
HOSPITAL SAO SILVESTRE,FUNDACAO MEDICA HOSPITALAR SAO SILVESTRE,,2273098,ARARUAMA,RJ,28970000,(22)26657668,,29,0,0
INI FIOCRUZ,FUNDACAO OSWALDO CRUZ,33781055000135,2288338,RIO DE JANEIRO,RJ,21040360,21 38659595,inpecsus@ini.fiocruz.br,126,1,0
HGNI HOSPITAL GERAL DE NOVA IGUACU,MUNICIPIO DE NOVA IGUACU,29138278000705,2798662,NOVA IGUACU,RJ,26030380,,direcaogeral.hgni@novaiguacu.rj.gov.br,576,1,0
NEOVIDA RESENDE,CENTRO DE TERAPIA INTENSIVA NEOVIDA RESENDE LTDA,,5042062,RESENDE,RJ,27541060,(24) 3355-8114/8390,neovidaresende@gmail.com,17,0,0
HOSPITAL CASA HOSPITAL DO CANCER,HOSPITAL CASA HOSPITAL DO CANCER,,9505512,RIO DE JANEIRO,RJ,20261064,02135503800,,82,0,0
CASA DE SAUDE NOSSA SENHORA DA PIEDADE,CASA DE SAUDE NOSSA SENHORA DA PIEDADE MAGE SA,,2278626,MAGE,RJ,25900000,(21)26332338,,141,1,0
HOSPITAL BARRA PLASTICA,YP CLINICA CIRURGICA DA BARRA LTDA,,9426752,RIO DE JANEIRO,RJ,22640070,(21)2260-2124,crtoliveira@crtoliveira.com.br,21,0,0
HOSPITAL GERAL DE SAO GONCALO,MUNICIPIO DE SAO GONCALO,28636579000950,4628799,SAO GONCALO,RJ,24440710,,,94,1,0
CETRIN CENTRO DE TRATAMENTO INTENSIVO NEONATALBOTAFOGO,ESHO EMPRESA DE SERVICOS HOSPITALARES LTDA,,3057488,RIO DE JANEIRO,RJ,22270000,(21)22863385,cetrin@esho.com.br,12,0,0
HOSPITAL DE CAMPANHA COVID 19 RIO DAS OSTRAS,MUNICIPIO DE RIO DAS OSTRAS,39223581000166,0214310,RIO DAS OSTRAS,RJ,28893800,22 27716329,hospitalcampanhacovid19ro@gmail.com,10,1,0
